Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Sale price,Regular price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,5796999144 - 9930394993,"simple","SKU_2NVDT60_4K8ATTD","Realrael Gel to Foam Feminine Cleanser","-1","0","visible","Container type: tube type
Cleanser type: gel/gel type
Total Quantity: 1","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NVDT60_4K8ATTD_1.webp" alt="SKU_2NVDT60_4K8ATTD_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NVDT60_4K8ATTD_2.webp" alt="SKU_2NVDT60_4K8ATTD_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NVDT60_4K8ATTD_3.webp" alt="SKU_2NVDT60_4K8ATTD_3.webp" width="100%" />","taxable",1,0,0,1,"9900","6900","Household Items > Body/Cleansing > Hair Removal/Slimming/Cleansing > Cleansing > Feminine Cleansing","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2NVDT60_4K8ATTD_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2NVDT60_4K8ATTD_5.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
,5796999144 - 9930394993,"simple","SKU_2NVDT60_4K8ATTD","Realrael Gel to Foam Feminine Cleanser","-1","0","visible","Container type: tube type
Cleanser type: gel/gel type
Total Quantity: 1","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NVDT60_4K8ATTD_1.webp" alt="SKU_2NVDT60_4K8ATTD_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NVDT60_4K8ATTD_2.webp" alt="SKU_2NVDT60_4K8ATTD_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NVDT60_4K8ATTD_3.webp" alt="SKU_2NVDT60_4K8ATTD_3.webp" width="100%" />","taxable",1,0,0,1,"9900","6900","Household Items > Body/Cleansing > Hair Removal/Slimming/Cleansing > Cleansing > Feminine Cleansing","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2NVDT60_4K8ATTD_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2NVDT60_4K8ATTD_5.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
Medi-Peel,6530128261 - 18333491572,"simple","SKU_2ZZVB7P_8F7ACMS","meso collagen toner","-1","0","visible","Skin Concerns: Elasticity","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZZVB7P_8F7ACMS_1.webp" alt="SKU_2ZZVB7P_8F7ACMS_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZZVB7P_8F7ACMS_2.webp" alt="SKU_2ZZVB7P_8F7ACMS_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZZVB7P_8F7ACMS_3.webp" alt="SKU_2ZZVB7P_8F7ACMS_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2ZZVB7P_8F7ACMS_4.webp" alt="SKU_2ZZVB7P_8F7ACMS_4.webp" width="100%" />","taxable",1,0,0,1,"55000","14000","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2ZZVB7P_8F7ACMS_5.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","1000ml",1,0
Diom,5796457190 - 9927585192,"simple","SKU_2NV26ZQ_4K6MLRC","Diom Yam Moisturizing Toner","-1","0","visible","Skin type: all skin
Area used: face
Skin concerns: soothing/moisturizing
Target use: Unisex","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NV26ZQ_4K6MLRC_1.webp" alt="SKU_2NV26ZQ_4K6MLRC_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NV26ZQ_4K6MLRC_2.webp" alt="SKU_2NV26ZQ_4K6MLRC_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NV26ZQ_4K6MLRC_3.webp" alt="SKU_2NV26ZQ_4K6MLRC_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NV26ZQ_4K6MLRC_4.webp" alt="SKU_2NV26ZQ_4K6MLRC_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NV26ZQ_4K6MLRC_5.webp" alt="SKU_2NV26ZQ_4K6MLRC_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NV26ZQ_4K6MLRC_6.webp" alt="SKU_2NV26ZQ_4K6MLRC_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2NV26ZQ_4K6MLRC_7.webp" alt="SKU_2NV26ZQ_4K6MLRC_7.webp" width="100%" />","taxable",1,0,0,1,"0","23700","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2NV26ZQ_4K6MLRC_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2NV26ZQ_4K6MLRC_9.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","300ml",1,0
Age To Weenies,6784380425 - 15965980064,"simple","SKU_3478TFT_7C1QD28","Age2wen's Biome Lift Essential Toner","-1","0","visible","Skin concerns: anti-aging
Skin type: all skin
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3478TFT_7C1QD28_1.webp" alt="SKU_3478TFT_7C1QD28_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3478TFT_7C1QD28_2.webp" alt="SKU_3478TFT_7C1QD28_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3478TFT_7C1QD28_3.webp" alt="SKU_3478TFT_7C1QD28_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3478TFT_7C1QD28_4.webp" alt="SKU_3478TFT_7C1QD28_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3478TFT_7C1QD28_5.webp" alt="SKU_3478TFT_7C1QD28_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3478TFT_7C1QD28_6.webp" alt="SKU_3478TFT_7C1QD28_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3478TFT_7C1QD28_7.webp" alt="SKU_3478TFT_7C1QD28_7.webp" width="100%" />","taxable",1,0,0,1,"32000","21550","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3478TFT_7C1QD28_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3478TFT_7C1QD28_9.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","195ml",1,0
Charm Zone,7177669002 - 18096541461,"simple","SKU_3APECUI_8BA7OR9","Charm Zone Vegan Fine Water Toner","-1","0","visible","Skin type: sensitive/problematic
Skin concerns: soothing/moisturizing
Area used: face
Target use: Unisex","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3APECUI_8BA7OR9_1.jpg" alt="SKU_3APECUI_8BA7OR9_1.jpg" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3APECUI_8BA7OR9_2.webp" alt="SKU_3APECUI_8BA7OR9_2.webp" width="100%" />","taxable",1,0,0,1,"19000","11320","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3APECUI_8BA7OR9_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","130ml",1,0
,5159044585 - 7099370218,"simple","SKU_2DBK8A1_39ES54A","Aida Cosmetics Propolis Calming 50 Ampoule Toner","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2DBK8A1_39ES54A_1.jpg" alt="SKU_2DBK8A1_39ES54A_1.jpg" width="100%" />","taxable",1,0,0,1,"0","32000","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2DBK8A1_39ES54A_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2DBK8A1_39ES54A_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","155ml",1,0
Ampoule N,6763133482 - 15856045902,"simple","SKU_33ULF6Y_7A8A3BI","Coreana Ampoule & Centel Calming Shot Cica Toner","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33ULF6Y_7A8A3BI_1.webp" alt="SKU_33ULF6Y_7A8A3BI_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33ULF6Y_7A8A3BI_2.webp" alt="SKU_33ULF6Y_7A8A3BI_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_33ULF6Y_7A8A3BI_3.webp" alt="SKU_33ULF6Y_7A8A3BI_3.webp" width="100%" />","taxable",1,0,0,1,"0","15700","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33ULF6Y_7A8A3BI_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33ULF6Y_7A8A3BI_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33ULF6Y_7A8A3BI_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_33ULF6Y_7A8A3BI_7.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","200ml",1,0
,6245026998 - 12628390510,"simple","SKU_2VA4LO6_5SUM8HA","sick bag one shot cape aloe","-1","0","visible","Skin type: all skin
Skin concerns: soothing/moisturizing
Target use: Unisex
Fragrance: Unscented","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VA4LO6_5SUM8HA_1.webp" alt="SKU_2VA4LO6_5SUM8HA_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VA4LO6_5SUM8HA_2.webp" alt="SKU_2VA4LO6_5SUM8HA_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VA4LO6_5SUM8HA_3.webp" alt="SKU_2VA4LO6_5SUM8HA_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VA4LO6_5SUM8HA_4.webp" alt="SKU_2VA4LO6_5SUM8HA_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VA4LO6_5SUM8HA_5.webp" alt="SKU_2VA4LO6_5SUM8HA_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VA4LO6_5SUM8HA_6.webp" alt="SKU_2VA4LO6_5SUM8HA_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VA4LO6_5SUM8HA_7.webp" alt="SKU_2VA4LO6_5SUM8HA_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VA4LO6_5SUM8HA_8.webp" alt="SKU_2VA4LO6_5SUM8HA_8.webp" width="100%" />","taxable",1,0,0,1,"16530","15580","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2VA4LO6_5SUM8HA_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2VA4LO6_5SUM8HA_10.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","250ml",1,0
Cosrx,6775819507 - 15921274580,"simple","SKU_3425BSJ_7BB4638","COSRX AHA BHA Clarifying Treatment Toner","-1","0","visible","Target use: Unisex
Skin trouble: dead skin care
Skin type: all skin
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3425BSJ_7BB4638_1.webp" alt="SKU_3425BSJ_7BB4638_1.webp" width="100%" />","taxable",1,0,0,1,"18500","15030","Beauty > Skin Care > Skin","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3425BSJ_7BB4638_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3425BSJ_7BB4638_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
