Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Sale price,Regular price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,84038377 - 266633723,"simple","SKU_1E18FD_4EQVWB","Malang Coco Ippuni Enzyme Cleansing Powder","-1","0","visible","","","taxable",1,0,0,1,"0","9490","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1E18FD_4EQVWB_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","70g",1,0
,83826159 - 266086138,"simple","SKU_1DWOOF_4EF5DM","Candy O Lady Candy Crush Multi Cleanser Set","-1","0","visible","","","taxable",1,0,0,1,"0","28240","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1DWOOF_4EF5DM_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","50g*2",1,0
,81087077 - 258756778,"simple","SKU_1C9Z6T_4A220A","Black Angel Premium Cleansing Gel","-1","0","visible","","","taxable",1,0,0,1,"0","4530","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1C9Z6T_4A220A_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
,80698613 - 257783714,"simple","SKU_1C1NG5_49H76Q","Fienne Aloe Vera Soothing Cleansing Gel Foam","-1","0","visible","Skin concerns: moisturizing & soothing
Skin type: all skin
Area used: face","","taxable",1,0,0,1,"0","10680","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1C1NG5_49H76Q_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","130ml",1,0
,76729893 - 249027197,"simple","SKU_19OL5X_449IM5","Simon Malee Zlesatang Cleansing Gel","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_19OL5X_449IM5_1.webp" alt="SKU_19OL5X_449IM5_1.webp" width="100%" />","taxable",1,0,0,1,"0","42100","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_19OL5X_449IM5_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","100ml",1,0
,73885162 - 245454908,"simple","SKU_17ZM5M_424Y7W","Caremile Purifying Cleansing Gel Pack","-1","0","visible","Date of manufacture: 2017-03-22","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_17ZM5M_424Y7W_1.webp" alt="SKU_17ZM5M_424Y7W_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_17ZM5M_424Y7W_2.webp" alt="SKU_17ZM5M_424Y7W_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_17ZM5M_424Y7W_3.webp" alt="SKU_17ZM5M_424Y7W_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_17ZM5M_424Y7W_4.webp" alt="SKU_17ZM5M_424Y7W_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_17ZM5M_424Y7W_5.webp" alt="SKU_17ZM5M_424Y7W_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_17ZM5M_424Y7W_6.webp" alt="SKU_17ZM5M_424Y7W_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_17ZM5M_424Y7W_7.webp" alt="SKU_17ZM5M_424Y7W_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_17ZM5M_424Y7W_8.webp" alt="SKU_17ZM5M_424Y7W_8.webp" width="100%" />","taxable",1,0,0,1,"0","13950","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_17ZM5M_424Y7W_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_17ZM5M_424Y7W_10.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","100ml",1,0
Happy Bath,71250425 - 237790163,"simple","SKU_16F56H_3XKO2B","Happy Bath Micro 2.5 Enzyme Powder Foam","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_16F56H_3XKO2B_1.webp" alt="SKU_16F56H_3XKO2B_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_16F56H_3XKO2B_2.webp" alt="SKU_16F56H_3XKO2B_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_16F56H_3XKO2B_3.webp" alt="SKU_16F56H_3XKO2B_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_16F56H_3XKO2B_4.webp" alt="SKU_16F56H_3XKO2B_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_16F56H_3XKO2B_5.webp" alt="SKU_16F56H_3XKO2B_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_16F56H_3XKO2B_6.webp" alt="SKU_16F56H_3XKO2B_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_16F56H_3XKO2B_7.webp" alt="SKU_16F56H_3XKO2B_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_16F56H_3XKO2B_8.webp" alt="SKU_16F56H_3XKO2B_8.webp" width="100%" />","taxable",1,0,0,1,"0","8980","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_16F56H_3XKO2B_9.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","60g",1,0
Innisfree,69937445 - 234004922,"simple","SKU_15N02T_3VBJCQ","Innisfree Green Tea Cleansing Gel to Foam","-1","0","visible","Date of manufacture: 2018-01-29
Skin Concerns: Cleansing
Skin type: all skin
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_15N02T_3VBJCQ_1.webp" alt="SKU_15N02T_3VBJCQ_1.webp" width="100%" />","taxable",1,0,0,1,"15000","8970","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15N02T_3VBJCQ_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_15N02T_3VBJCQ_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
Apieu,68411202 - 228322293,"simple","SKU_14QAF6_3RXQLX","APIEU Enzyme Cleansing Powder Wash","-1","0","visible","Date of manufacture: 2018-01-29","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_14QAF6_3RXQLX_1.webp" alt="SKU_14QAF6_3RXQLX_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_14QAF6_3RXQLX_2.webp" alt="SKU_14QAF6_3RXQLX_2.webp" width="100%" />","taxable",1,0,0,1,"0","5970","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_14QAF6_3RXQLX_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","60g",1,0
Dermalogica,66567490 - 223705341,"simple","SKU_13MRSY_3P6S59","Dermalogica Special Cleansing Gel","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_13MRSY_3P6S59_1.webp" alt="SKU_13MRSY_3P6S59_1.webp" width="100%" />","taxable",1,0,0,1,"0","29330","Beauty > Cleansing/Peeling > Cleansing Gel/Powder","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_13MRSY_3P6S59_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","250ml",1,0
