Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Sale price,Regular price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
Port,341487951 - 1086832432,"simple","SKU_5NB9SF_HZ2L9S","Barber High Cleansing Oil","-1","0","visible","Skin concerns: soothing/moisturizing
Skin type: all skin
Total Quantity: 1
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5NB9SF_HZ2L9S_1.webp" width="100%" />","taxable",1,0,0,1,"55000","25250","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5NB9SF_HZ2L9S_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","200ml",1,0
,88602346 - 277215371,"simple","SKU_1GR20A_4L1OQZ","Petco Cleansing Oil Oily Skin Grapefruit + Ylang Ylang","-1","0","visible","","","taxable",1,0,0,1,"0","28300","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1GR20A_4L1OQZ_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1GR20A_4L1OQZ_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1GR20A_4L1OQZ_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1GR20A_4L1OQZ_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_1GR20A_4L1OQZ_10.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","118ml",1,0
,48146731 - 170503604,"simple","SKU_SNY97_2TIHF8","Secret Key Lemon Sparkling Cleansing Oil","-1","0","visible","Skin Concerns: Moisture
Skin type: all skin
Import Type: Domestic Manufacturing
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_SNY97_2TIHF8_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_SNY97_2TIHF8_2.webp" width="100%" />","taxable",1,0,0,1,"17000","12450","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_SNY97_2TIHF8_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_SNY97_2TIHF8_4.webp,",0,"KeySpecifications","all skin types",1,0,"Capacity","150ml",1,0
,6149014042 - 11855166405,"simple","SKU_2TOYPLM_5G29CXX","Marienmei Shika Eoseongcho Tea Tree Calming Mask Pack 1 pack per day","-1","0","visible","Area used: face
Skin concerns: pores, skin soothing, acne, scars
Skin type: all skin
Total quantity: 30 sheets","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TOYPLM_5G29CXX_22.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TOYPLM_5G29CXX_23.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_12.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_14.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_8.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TOYPLM_5G29CXX_21.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TOYPLM_5G29CXX_20.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_17.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_10.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_9.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_13.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_19.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_11.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_18.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_15.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_16.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TOYPLM_5G29CXX_5.webp" width="100%" />","taxable",1,0,0,1,"22500","17900","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TOYPLM_5G29CXX_22.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TOYPLM_5G29CXX_23.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TOYPLM_5G29CXX_21.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TOYPLM_5G29CXX_20.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","30 sheets",1,0
Nature Republic,6531667867 - 14509683532,"simple","SKU_300SB6J_6NYOVGS","[Nature Republic] Forest Garden Calendula Cleansing Oil (Large Capacity)","-1","0","visible","Skin trouble: dead skin care
Skin type: all skin
Area used: face
Total Quantity: 1","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_300SB6J_6NYOVGS_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_300SB6J_6NYOVGS_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_300SB6J_6NYOVGS_3.webp" width="100%" />","taxable",1,0,0,1,"29000","21350","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_300SB6J_6NYOVGS_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","500ml",1,0
,6939328203 - 16821572879,"simple","SKU_36RHVWR_7Q74OPB","Shu Uemura Anti-Pollution Cleansing Oil","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_10.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_12.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36RHVWR_7Q74OPB_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_11.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36RHVWR_7Q74OPB_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36RHVWR_7Q74OPB_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36RHVWR_7Q74OPB_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36RHVWR_7Q74OPB_4.webp" width="100%" />","taxable",1,0,0,1,"80920","73230","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_12.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36RHVWR_7Q74OPB_11.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","450ml",1,0
,6942874366 - 16841736494,"simple","SKU_36TLW5A_7QJ4V1Q","[Attach QR] Add Pure Cell Cleansing Oil Inselderm Oil Bubble Maker","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TLW5A_7QJ4V1Q_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TLW5A_7QJ4V1Q_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36TLW5A_7QJ4V1Q_1.webp" width="100%" />","taxable",1,0,0,1,"0","37500","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36TLW5A_7QJ4V1Q_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","145ml",1,0
,6714056694 - 15279125128,"simple","SKU_331DJAU_70OSOEG","Farmers Cocoa Butter Formula Skin Therapy Cleansing Oil Rosehip","-1","0","visible","Skin type: all skin
Area used: face","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_331DJAU_70OSOEG_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_331DJAU_70OSOEG_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_331DJAU_70OSOEG_3.webp" width="100%" />","taxable",1,0,0,1,"67730","53600","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_331DJAU_70OSOEG_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_331DJAU_70OSOEG_5.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","190ml",1,0
,6058102867 - 11128445058,"simple","SKU_2S6U637_541L75U","Skinwatchers Natural Deep Cleansing Oil","-1","0","visible","Skin Concerns: Pores
Skin type: all skin
Area used: face
Total Quantity: 1","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6U637_541L75U_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S6U637_541L75U_2.webp" width="100%" />","taxable",1,0,0,1,"0","25200","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S6U637_541L75U_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","150ml",1,0
,5870446233 - 10270674876,"simple","SKU_2P341AX_4PUW7GC","Urban Greennerf Himalayan Pink Salt Cleansing Oil","-1","0","visible","Skin type: all skin
Area used: face
Total Quantity: 1
Skin concerns: soothing/moisturizing","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2P341AX_4PUW7GC_1.webp" width="100%" />","taxable",1,0,0,1,"0","26250","Single Life > Shower/Cleansing > Cleansing > Oil/Water","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2P341AX_4PUW7GC_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2P341AX_4PUW7GC_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","180g",1,0
