Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Sale price,Regular price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,5755071010 - 9730282014,"simple","SKU_2N6F57M_4GX5PNI","Q9 Daily Soothing Lotion","-1","0","visible","Skin concerns: soothing/moisturizing
Skin type: all skin
Release Year: 2021
Cream type: gel cream","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2N6F57M_4GX5PNI_1.webp" width="100%" />","taxable",1,0,0,1,"32470","30000","Beauty > Skin Care > Sun Care/Tanning > Sun Care > Aloe/Soothing/Aftersun","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2N6F57M_4GX5PNI_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","200ml",1,0
,22509899 - 87384271,"simple","SKU_DEGQZ_1G0Y4V","Palm Tree Family Sun UV Block SPF50+ PA+++","-1","0","visible","Skin type: all skin
Functional cosmetics certification: UV protection function
SPF: SPF50+
PA Index: +++","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_DEGQZ_1G0Y4V_1.webp" width="100%" />","taxable",1,0,0,1,"14900","12800","Beauty > Skin Care > Sun Care/Tanning > Sun Care > Sun Block/Sun Cream/Sun Lotion","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_DEGQZ_1G0Y4V_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_DEGQZ_1G0Y4V_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_DEGQZ_1G0Y4V_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_DEGQZ_1G0Y4V_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_DEGQZ_1G0Y4V_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_DEGQZ_1G0Y4V_4.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","70 ml",1,0
,7039135635 - 17401814936,"simple","SKU_38EX3TF_7ZSLAC8","Vaseline Moisture UV Shield Sun Cream SPF50+ PA++++","-1","0","visible","Target use: Unisex
SPF: SPF50+
Colorless/Colored: Colorless
Skin type: all skin","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_38EX3TF_7ZSLAC8_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_38EX3TF_7ZSLAC8_2.webp" width="100%" />","taxable",1,0,0,1,"0","10900","Beauty > Skin Care > Sun Care/Tanning > Sun Care > Sun Block/Sun Cream/Sun Lotion","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_38EX3TF_7ZSLAC8_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_38EX3TF_7ZSLAC8_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_38EX3TF_7ZSLAC8_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_38EX3TF_7ZSLAC8_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","60g",1,0
,6072111379 - 11215260195,"simple","SKU_2SF6F4J_55H9Y5F","Novez Love Us Sun Cushion SPF43 PA+++","-1","0","visible","Skin type: all skin
SPF: SPF43
PA Index: +++
Colorless/Colored: Colored","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SF6F4J_55H9Y5F_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SF6F4J_55H9Y5F_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SF6F4J_55H9Y5F_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SF6F4J_55H9Y5F_1.webp" width="100%" />","taxable",1,0,0,1,"0","27000","Beauty > Makeup > Base Makeup > Powder/Powder Pact","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2SF6F4J_55H9Y5F_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2SF6F4J_55H9Y5F_5.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","15g",1,0
Too Cool For School,6577558190 - 14788679819,"simple","SKU_30S3WDQ_6SKSQDN","too cool for school water bear sun cream SPF50+ PA++++","-1","0","visible","Date of manufacture: 2022-01-19
Colorless/Colored: Colored
SPF: SPF50+
Skin type: all skin","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_30S3WDQ_6SKSQDN_1.webp" width="100%" />","taxable",1,0,0,1,"18000","11640","Beauty > Skin Care > Sun Care/Tanning > Sun Care > Sun Block/Sun Cream/Sun Lotion","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_30S3WDQ_6SKSQDN_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","50ml",1,0
,27724 - 67565,"simple","SKU_LE4_1G4T","Lily of the Desert 99% Aloe Vera Jelly Soothing Moisturizer","-1","0","visible","Skin concerns: soothing/moisturizing
Skin type: all skin
Cream Type: Gel
Container type: tube type","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_LE4_1G4T_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_LE4_1G4T_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_LE4_1G4T_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_LE4_1G4T_3.webp" width="100%" />","taxable",1,0,0,1,"10380","9300","Beauty > Skin Care > Sun Care/Tanning > Sun Care > Aloe/Soothing/Aftersun","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_LE4_1G4T_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_LE4_1G4T_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_LE4_1G4T_7.webp,",0,"KeySpecifications","Unknown (seller information not provided)",1,0,"Capacity","342g",1,0
,6243063027 - 12613132990,"simple","SKU_2V8YI9F_5SLJ7PA","Curilab Intensive Cell Revital Brightening Sun Cream","-1","0","visible","Skin type: sensitive/problematic
SPF: SPF50+
PA Index: ++++
Colorless/Colored: Colored","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2V8YI9F_5SLJ7PA_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2V8YI9F_5SLJ7PA_3.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2V8YI9F_5SLJ7PA_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2V8YI9F_5SLJ7PA_1.webp" width="100%" />","taxable",1,0,0,1,"49000","25000","Beauty > Skin Care > Sun Care/Tanning > Sun Care > Sun Block/Sun Cream/Sun Lotion","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2V8YI9F_5SLJ7PA_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2V8YI9F_5SLJ7PA_5.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","50ml",1,0
,6622458558 - 15062843844,"simple","SKU_31IU9Q6_6X410P0","Ariel 7 Days Water Fit Sun Serum SPF50+ PA++++","-1","0","visible","SPF: SPF50+
Skin type: all skin
PA Index: ++++","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31IU9Q6_6X410P0_2.jpg" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31IU9Q6_6X410P0_1.webp" width="100%" />","taxable",1,0,0,1,"48000","10880","Beauty > Skin Care > Sun Care/Tanning > Sun Care > Sun Block/Sun Cream/Sun Lotion","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31IU9Q6_6X410P0_3.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","35ml",1,0
,336845911 - 1074494006,"simple","SKU_5KJRYV_HRQ4VQ","Dr. Newell Multi Sun Block 50ml","-1","0","visible","","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5KJRYV_HRQ4VQ_12.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5KJRYV_HRQ4VQ_10.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_8.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_4.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_2.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_5.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_1.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_11.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_7.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_6.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_9.webp" width="100%" /><img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_3.webp" width="100%" />","taxable",1,0,0,1,"18000","14400","Beauty > Skin Care > Sun Care/Tanning > Sun Care > Sun Block/Sun Cream/Sun Lotion","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5KJRYV_HRQ4VQ_12.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_5KJRYV_HRQ4VQ_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_5KJRYV_HRQ4VQ_11.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","content reference",1,0
,6628963025 - 15105052897,"simple","SKU_31MPOLT_6XT5PEP","Golf The Matter Watery Sun Serum SPF50+ PA++++","-1","0","visible","Use part: public
SPF: SPF50+
Skin type: all skin
PA Index: ++++","<img src="https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31MPOLT_6XT5PEP_1.jpg" width="100%" />","taxable",1,0,0,1,"32000","25760","Beauty > Clean/Vegan Beauty > Skin Care","https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31MPOLT_6XT5PEP_2.webp,",0,"KeySpecifications","for all skin types",1,0,"Capacity","80ml",1,0
